文件名	扩展名	大小(bytes)	Mapper	错误
学生电脑[未知](CN)[ETC](4Mb).nes	nes	524304	241	This ROM uses a mapper not supported by JSNES: Unknown Mapper, 241(241)
学生电脑[小视霸](CN)[ETC](4Mb).nes	nes	524304	241	This ROM uses a mapper not supported by JSNES: Unknown Mapper, 241(241)
寻秦记[南晶科技](CN)[RPG](4Mb).nes	nes	524304	241	This ROM uses a mapper not supported by JSNES: Unknown Mapper, 241(241)
亚特鲁战记[外星科技](JP)[RPG](4Mb).nes	nes	524304	74	This ROM uses a mapper not supported by JSNES: Unknown Mapper(74)
伊苏的起源 - 尤妮卡[晶科泰](CN)[RPG](8Mb).nes	nes	1048592	74	This ROM uses a mapper not supported by JSNES: Unknown Mapper(74)
倚天传说[小霸王](CN)[RPG](16Mb).nes	nes	2097168	163	This ROM uses a mapper not supported by JSNES: Unknown Mapper, 163(163)
倚天剑传奇[南晶科技](CN)[RPG](16Mb).nes	nes	2097168	163	This ROM uses a mapper not supported by JSNES: Unknown Mapper, 163(163)
倚天屠龙记[南晶科技](CN)[RPG](16Mb).nes	nes	2097168	163	This ROM uses a mapper not supported by JSNES: Unknown Mapper, 163(163)
银白色沙加[外星科技汉化](JP)[RPG](6Mb).nes	nes	786448	199	This ROM uses a mapper not supported by JSNES: Unknown Mapper, 199(199)
英汉词典1[未知](CN)[ETC](2Mb).nes	nes	262160	241	This ROM uses a mapper not supported by JSNES: Unknown Mapper, 241(241)
英汉词典2[未知](CN)[ETC](4Mb).nes	nes	524304	241	This ROM uses a mapper not supported by JSNES: Unknown Mapper, 241(241)
英烈群侠传[外星科技](CN)[RPG](6Mb).nes	nes	786448	245	This ROM uses a mapper not supported by JSNES: Unknown Mapper, 245(245)
英雄传[Cony Soft](CN)[FTG](5Mb).nes	nes	655376	27	This ROM uses a mapper not supported by JSNES: Unknown Mapper(27)
英雄传奇[恒格电子](JP)[RPG](8Mb).nes	nes	1048592	74	This ROM uses a mapper not supported by JSNES: Unknown Mapper(74)
英雄源义经传奇[恒格电子](JP)[RPG](2Mb).nes	nes	262160	245	This ROM uses a mapper not supported by JSNES: Unknown Mapper, 245(245)
英语声霸卡[东生](CN)[ETC](4Mb).nes	nes	524304	241	This ROM uses a mapper not supported by JSNES: Unknown Mapper, 241(241)
樱桃小丸子[火星电子](CN)[PUZ](4Mb).nes	nes	524304	164	This ROM uses a mapper not supported by JSNES: Unknown Mapper, 164(164)
勇者传说[南晶科技](CN)[RPG](4Mb).nes	nes	524304	163	This ROM uses a mapper not supported by JSNES: Unknown Mapper, 163(163)
勇者斗恶龙4[外星科技汉化](JP)[RPG](2Mb).nes	nes	262160	245	This ROM uses a mapper not supported by JSNES: Unknown Mapper, 245(245)
勇者斗恶龙5[外星科技汉化](JP)[RPG](2Mb).nes	nes	262160	245	This ROM uses a mapper not supported by JSNES: Unknown Mapper, 245(245)
勇者斗恶龙7[外星科技汉化](JP)[RPG](8Mb).nes	nes	1048592	245	This ROM uses a mapper not supported by JSNES: Unknown Mapper, 245(245)
勇者斗恶龙8[外星科技](CN)[RPG](4Mb).nes	nes	524304	242	This ROM uses a mapper not supported by JSNES: Unknown Mapper, 242(242)
幽灵行动[恒格电子](CN)[RPG](6Mb).nes	nes	786448	74	This ROM uses a mapper not supported by JSNES: Unknown Mapper(74)
幽游白书 - 魔界最强列传 Final[卡圣](CN)[FTG](5Mb).nes	nes	655376	115	This ROM uses a mapper not supported by JSNES: Unknown Mapper, 115(115)
幽游白书97 V[卡圣](CN)[FTG](3Mb).nes	nes	393232	121	This ROM uses a mapper not supported by JSNES: Unknown Mapper, 121(121)
游戏宝贝[南晶科技](CN)[RPG](4Mb).nes	nes	524304	241	This ROM uses a mapper not supported by JSNES: Unknown Mapper, 241(241)
游戏王[南晶科技](CN)[RPG](16Mb).nes	nes	2097168	163	This ROM uses a mapper not supported by JSNES: Unknown Mapper, 163(163)
宇宙巡航机2[MS汉化](JP)[STG](2Mb).nes	nes	262160	25	This ROM uses a mapper not supported by JSNES: Konami VRC4b(25)
月风魔传 (繁体中文版)[冰组汉化](JP)[ACT](3Mb).nes	nes	393232	23	This ROM uses a mapper not supported by JSNES: Konami VRC2a(23)
月风魔传 (简体中文版)[冰组汉化](JP)[ACT](3Mb).nes	nes	393232	23	This ROM uses a mapper not supported by JSNES: Konami VRC2a(23)
岳飞传[火星电子](CN)[RPG](4Mb).nes	nes	524304	15	This ROM uses a mapper not supported by JSNES: 100-in-1 switch(15)
泽诚超级学习卡[泽诚](CN)[ETC](4Mb).nes	nes	524304	241	This ROM uses a mapper not supported by JSNES: Unknown Mapper, 241(241)
战国风云[晶科泰](CN)[RPG](2Mb).nes	nes	262160	240	This ROM uses a mapper not supported by JSNES: Unknown Mapper, 240(240)
战国四川省[C&E Inc](CN)[TAB](0.5Mb).nes	nes	65552	132	This ROM uses a mapper not supported by JSNES: Unknown Mapper, 132(132)
真本西游记[Asder](CN)[FTG](3Mb).nes	nes	393232	112	This ROM uses a mapper not supported by JSNES: Unknown Mapper, 112(112)
真侍魂 - 魂之利刃[南晶科技](CN)[RPG](16Mb).nes	nes	2097168	163	This ROM uses a mapper not supported by JSNES: Unknown Mapper, 163(163)
真侍魂 - 武士道列传[南晶科技](CN)[RPG](16Mb).nes	nes	2097168	163	This ROM uses a mapper not supported by JSNES: Unknown Mapper, 163(163)
真田十勇士[外星科技汉化](JP)[RPG](4Mb).nes	nes	524304	165	This ROM uses a mapper not supported by JSNES: Unknown Mapper, 165(165)
征服太阳系 & 小管家[小霸王](CN)[PUZ](4Mb).nes	nes	524304	241	This ROM uses a mapper not supported by JSNES: Unknown Mapper, 241(241)
智力小状元[数奇玉](CN)[PUZ](1.5Mb).nes	nes	196624	176	This ROM uses a mapper not supported by JSNES: Unknown Mapper, 176(176)
中国大亨[Sachen](CN)[TAB](3Mb).nes	nes	393232	116	This ROM uses a mapper not supported by JSNES: Unknown Mapper, 116(116)
重装机兵[恒格电子](JP)[RPG](6Mb).nes	nes	786448	74	This ROM uses a mapper not supported by JSNES: Unknown Mapper(74)
重装机兵[先锋卡通汉化 (MS修正)](JP)[RPG](6Mb).nes	nes	786448	74	This ROM uses a mapper not supported by JSNES: Unknown Mapper(74)
重装机兵[先锋卡通汉化 (ZYM转简体菜单版)](JP)[RPG](6Mb).nes	nes	786448	74	This ROM uses a mapper not supported by JSNES: Unknown Mapper(74)
重装机兵[先锋卡通汉化](JP)[RPG](6Mb).nes	nes	786448	74	This ROM uses a mapper not supported by JSNES: Unknown Mapper(74)
卓越之剑[恒格电子](CN)[RPG](8Mb).nes	nes	1048592	241	This ROM uses a mapper not supported by JSNES: Unknown Mapper, 241(241)
足球小将[外星科技汉化](JP)[SPG](6Mb).nes	nes	786448	74	This ROM uses a mapper not supported by JSNES: Unknown Mapper(74)
最终幻想3 (繁体中文版)[狼组 张晓波 汉化](JP)[RPG](9.34Mb).exe	exe	1224704	-	Not an iNES ROM: header is not NES<EOF>
最终幻想3 (简体中文版)[狼组 张晓波 汉化](JP)[RPG](9.34Mb).exe	exe	1224704	-	Not an iNES ROM: header is not NES<EOF>
最终幻想4 - 光与暗 水晶纷争[南晶科技](CN)[RPG](8Mb).nes	nes	1048592	163	This ROM uses a mapper not supported by JSNES: Unknown Mapper, 163(163)
最终幻想7[南晶科技](CN)[RPG](16Mb).nes	nes	2097168	163	This ROM uses a mapper not supported by JSNES: Unknown Mapper, 163(163)
ABM学习机[maxzhou88](CN)[ETC](8Mb).nes	nes	1048592	241	This ROM uses a mapper not supported by JSNES: Unknown Mapper, 241(241)
MXMDHTWO学习卡[TXC](CN)[ETC](4Mb).nes	nes	524304	241	This ROM uses a mapper not supported by JSNES: Unknown Mapper, 241(241)
Subor V5 (China) (Unl) [CHS](0918).nes	nes	2097168	168	This ROM uses a mapper not supported by JSNES: Unknown Mapper, 168(168)
Subor V5 (China) (Unl) [CHS](0919).nes	nes	2097168	168	This ROM uses a mapper not supported by JSNES: Unknown Mapper, 168(168)
Windows 2000[δ֪](CN)[ETC](4Mb).nes	nes	524304	178	This ROM uses a mapper not supported by JSNES: Unknown Mapper, 178(178)
